Make,Model,Broad.phase.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Piper,PA-28-235,Cruise,0.0,3.0,0.0,0.0,1995
Piper,PA-31T,Landing,0.0,0.0,0.0,8.0,1995
Piper,PA-18,Landing,0.0,0.0,0.0,2.0,1995
Piper,PA-60-601P,Taxi,0.0,0.0,0.0,2.0,1995
Cessna,180,Takeoff,0.0,0.0,0.0,4.0,1995
Enstrom,F-28C,Cruise,1.0,2.0,0.0,0.0,1995
Piper,PA-18-150,Takeoff,0.0,0.0,1.0,0.0,1995
Cessna,150,Landing,0.0,0.0,0.0,1.0,1995
Eurocopter,AS350BA,Maneuvering,2.0,0.0,0.0,0.0,1995
Aerotek,PITTS - S2S,Cruise,1.0,0.0,0.0,0.0,1995
Cessna,T210R,Approach,1.0,1.0,1.0,0.0,1995
Cessna,T210M,Approach,0.0,0.0,0.0,1.0,1995
Beech,A36,Takeoff,0.0,0.0,0.0,5.0,1995
Enstrom,F28-280C,Maneuvering,0.0,0.0,0.0,1.0,1995
Cessna,150M,Landing,0.0,0.0,1.0,1.0,1995
Cessna,172F,Cruise,0.0,0.0,0.0,1.0,1995
Cessna,182E,Approach,0.0,0.0,0.0,3.0,1995
Grumman American,G-1159,Landing,0.0,0.0,0.0,9.0,1995
Cessna,182A,Approach,0.0,0.0,0.0,1.0,1995
Piper,PA-28-140,Cruise,0.0,2.0,0.0,0.0,1995
Cessna,182H,Cruise,0.0,0.0,4.0,0.0,1995
Beech,A-36,Approach,0.0,3.0,0.0,0.0,1995
Cessna,TR182,Cruise,0.0,0.0,0.0,2.0,1995
Cessna,172,Landing,0.0,0.0,0.0,1.0,1995
Cessna,206,Approach,0.0,0.0,0.0,1.0,1995
Helio,HT-295,Takeoff,0.0,1.0,1.0,2.0,1995
Boeing,B-17G,Taxi,0.0,0.0,0.0,3.0,1995
Piper,PA-24-180,Climb,3.0,0.0,0.0,0.0,1995
Cessna,421,Landing,0.0,0.0,0.0,1.0,1995
Cessna,210D,Maneuvering,3.0,0.0,0.0,0.0,1995
Beech,M35,Cruise,0.0,0.0,2.0,1.0,1995
Hughes,369HS,Takeoff,0.0,0.0,1.0,0.0,1995
Rockwell,AC-700,,5.0,0.0,0.0,0.0,1995
Cessna,414,Takeoff,0.0,1.0,4.0,1.0,1995
Cessna,182Q,Cruise,0.0,0.0,1.0,0.0,1995
Piper,PA-28,Approach,1.0,0.0,0.0,0.0,1995
Aerospatiale,TB-20,Approach,3.0,0.0,0.0,0.0,1995
Piper,PA-28-180,Cruise,0.0,2.0,0.0,0.0,1995
Cessna,340A,Cruise,1.0,0.0,0.0,0.0,1995
Mooney,M20J,Cruise,2.0,0.0,0.0,0.0,1995
Cessna,182,Descent,0.0,0.0,0.0,1.0,1995
Cessna,P210N,Takeoff,0.0,0.0,0.0,2.0,1995
Cessna,337G,Landing,0.0,0.0,0.0,2.0,1995
Cessna,560,Approach,2.0,0.0,0.0,0.0,1995
Learjet,60,Landing,0.0,0.0,0.0,2.0,1996
Piper,PA-28-181,Approach,0.0,0.0,0.0,2.0,1996
Beech,35,Climb,2.0,0.0,0.0,0.0,1996
Piper,PA-46-350P,Approach,2.0,0.0,0.0,0.0,1996
Piper,PA-32,Cruise,1.0,0.0,0.0,0.0,1996
Mitsubishi,MU-2B-6,Go-around,0.0,0.0,1.0,2.0,1996
Piper,PA-46-350P,Cruise,1.0,0.0,0.0,0.0,1996
Cessna,210,Landing,0.0,0.0,0.0,2.0,1996
Cessna,172P,Landing,0.0,1.0,1.0,0.0,1996
Beech,35,Descent,0.0,0.0,0.0,2.0,1996
Beech,F35,Takeoff,0.0,0.0,0.0,1.0,1996
Cessna,P210N,Cruise,0.0,0.0,1.0,0.0,1996
Rockwell,S-2R,Maneuvering,0.0,0.0,1.0,0.0,1996
Bell,206L4,Cruise,0.0,0.0,0.0,1.0,1996
Cessna,172,Taxi,0.0,0.0,0.0,1.0,1996
Cessna,172,Cruise,0.0,0.0,0.0,1.0,1996
Beech,C24R,Cruise,0.0,1.0,0.0,0.0,1996
Piper,PA-24,Cruise,0.0,0.0,0.0,1.0,1996
Cessna,310R,Cruise,1.0,0.0,0.0,0.0,1996
Cessna,172,Cruise,0.0,0.0,0.0,2.0,1996
Thunder And Colt,180A,Landing,0.0,1.0,3.0,6.0,1996
Socata,TBM-700,Climb,0.0,0.0,0.0,2.0,1996
Cessna,500,Takeoff,0.0,0.0,0.0,7.0,1996
Cessna,P210N,Descent,2.0,0.0,0.0,0.0,1996
Cessna,402C,Landing,0.0,0.0,0.0,1.0,1996
Rockwell,112TCA,Approach,0.0,0.0,0.0,1.0,1996
Schweizer,269C,Maneuvering,0.0,0.0,0.0,2.0,1996
Beech,B55B,Landing,0.0,0.0,0.0,1.0,1996
Cessna,172,Taxi,0.0,0.0,0.0,1.0,1996
Bell,206B,Cruise,0.0,0.0,0.0,3.0,1996
Cessna,210,Approach,0.0,0.0,0.0,3.0,1996
Piper,PA-18,Landing,0.0,0.0,0.0,2.0,1996
Beech,B55,Landing,0.0,0.0,0.0,3.0,1996
Cessna,170B,Landing,0.0,0.0,2.0,0.0,1996
Cessna,170,Taxi,0.0,0.0,0.0,2.0,1996
Aviat,A-1,Takeoff,0.0,0.0,0.0,2.0,1996
Beech,A36,Approach,0.0,0.0,5.0,0.0,1996
Mitsubishi,MU-2B-40,Takeoff,0.0,0.0,1.0,3.0,1996
Cessna,150,Landing,0.0,0.0,0.0,2.0,1996
Cessna,401,Cruise,0.0,0.0,0.0,1.0,1996
Cessna,310C,Descent,0.0,0.0,0.0,1.0,1996
"Smith, Ted Aerostar",AEROSTAR 601P,Takeoff,0.0,0.0,0.0,2.0,1996
Hiller,UH-12,Cruise,0.0,0.0,0.0,2.0,1996
Hughes,369HS,Cruise,0.0,0.0,0.0,1.0,1996
Robinson,R-22 MARINER,Unknown,1.0,0.0,0.0,0.0,1996
Piper,PA-28-180,Descent,1.0,0.0,0.0,0.0,1996
Piper,PA-18-150,Maneuvering,1.0,0.0,0.0,0.0,1996
Piper,PA-23-250,Cruise,5.0,0.0,0.0,0.0,1996
Cessna,152,Cruise,2.0,0.0,0.0,0.0,1996
Hiller,UH12,Cruise,0.0,0.0,0.0,1.0,1996
Beech,76,Cruise,0.0,0.0,0.0,3.0,1996
Mitsubishi,MU-2B,Takeoff,0.0,0.0,0.0,1.0,1996
Beech,95-B55B,Landing,0.0,0.0,0.0,1.0,1996
Cessna,182,Takeoff,0.0,0.0,0.0,5.0,1996
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1996
Bell,UH-1B,,8.0,0.0,0.0,0.0,1996
Beech,V35,Takeoff,0.0,0.0,1.0,0.0,1996
Cessna,A185F,Takeoff,0.0,1.0,0.0,0.0,1996
Bell,47-G4A,Cruise,1.0,0.0,0.0,0.0,1996
Cessna,525,Climb,0.0,0.0,0.0,3.0,1996
Mankovich,SONERAI,Descent,1.0,0.0,0.0,0.0,1996
Cessna,425,Landing,0.0,0.0,0.0,2.0,1996
Cessna,206F,Landing,0.0,0.0,0.0,2.0,1996
Cessna,320C,Approach,1.0,0.0,0.0,0.0,1996
Aero Commander,690,Climb,0.0,0.0,0.0,2.0,1996
Beech,A23,Cruise,0.0,0.0,0.0,2.0,1996
Bell,206B,Maneuvering,0.0,0.0,0.0,3.0,1996
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1996
Cessna,182,Cruise,0.0,0.0,0.0,2.0,1996
Enstrom,F-28C,Takeoff,0.0,0.0,0.0,2.0,1996
Cessna,310Q,Approach,0.0,1.0,0.0,0.0,1996
Mooney,M20J,Landing,0.0,0.0,2.0,1.0,1996
Cessna,182Q,Approach,0.0,0.0,1.0,0.0,1996
Piper,PA-28C-180,Standing,0.0,1.0,0.0,2.0,1996
Bell,206B-3,Takeoff,0.0,0.0,0.0,1.0,1996
Bell,206L-3,Maneuvering,0.0,0.0,0.0,2.0,1996
Galaxy,AX8,Landing,0.0,2.0,0.0,3.0,1996
Cessna,421,,8.0,0.0,0.0,0.0,1996
Cessna,182Q,Cruise,1.0,0.0,0.0,0.0,1996
Piper,PA-23-250,Approach,0.0,0.0,1.0,0.0,1996
Cessna,170B,Landing,0.0,0.0,0.0,1.0,1996
Beech,A90,Takeoff,14.0,0.0,0.0,0.0,1996
Cessna,421B,Climb,0.0,0.0,0.0,3.0,1996
Cessna,414,Cruise,2.0,0.0,0.0,0.0,1996
Lake,LA-4-200,Approach,0.0,1.0,0.0,0.0,1996
Piper,PA18-135,Maneuvering,2.0,0.0,0.0,0.0,1996
Beech,B55,Landing,0.0,0.0,0.0,2.0,1996
Piper,PA-24-400,Landing,0.0,0.0,0.0,1.0,1996
Cessna,340,Landing,0.0,0.0,0.0,1.0,1996
Cessna,182,,0.0,0.0,0.0,3.0,1996
Beech,BE-24R,Approach,0.0,0.0,0.0,1.0,1996
Cessna,425,Approach,3.0,0.0,0.0,0.0,1996
Cessna,172B,Cruise,0.0,1.0,0.0,0.0,1996
Cessna,P210N,Cruise,0.0,1.0,0.0,0.0,1996
Piper,PA-46,Descent,0.0,0.0,0.0,1.0,1996
Stinson,108-2,Climb,0.0,0.0,0.0,1.0,1996
Cessna,T210M,Cruise,0.0,0.0,1.0,4.0,1996
Beech,C90A,Approach,0.0,0.0,0.0,1.0,1997
Piper,PA-24-260,Cruise,3.0,0.0,0.0,0.0,1997
Piper,PA-34,Go-around,0.0,0.0,0.0,2.0,1997
Waco,UPF-7,Cruise,0.0,0.0,0.0,3.0,1997
Cessna,172P,Taxi,0.0,0.0,0.0,2.0,1997
Cessna,210N,Cruise,2.0,0.0,0.0,0.0,1997
Beech,95-B55,Cruise,3.0,0.0,0.0,0.0,1997
Cessna,414,Landing,0.0,0.0,0.0,2.0,1997
Beech,B200,Landing,0.0,0.0,0.0,5.0,1997
Cessna,421C,Approach,0.0,0.0,0.0,2.0,1997
Hughes,369HS,Cruise,0.0,0.0,0.0,1.0,1997
Cessna,337C,Cruise,0.0,0.0,0.0,1.0,1997
Bellanca,17-30,Cruise,0.0,0.0,1.0,0.0,1997
Cessna,441,Landing,0.0,0.0,0.0,5.0,1997
North American,NA-265-40,Landing,0.0,0.0,0.0,3.0,1997
Cessna,337D,Climb,1.0,0.0,1.0,0.0,1997
Aeronca,7CCM,Maneuvering,0.0,1.0,1.0,0.0,1997
Cessna,414,,10.0,0.0,0.0,0.0,1997
Cessna,T210N,Go-around,2.0,1.0,0.0,0.0,1997
Aerostar,RXS-8,Landing,0.0,1.0,0.0,5.0,1997
Socata,TB-20,Cruise,1.0,0.0,0.0,0.0,1997
Beech,D35,Cruise,0.0,0.0,0.0,2.0,1997
Mooney,M20K,Landing,0.0,0.0,1.0,0.0,1997
Rockwell,1121B,,4.0,0.0,0.0,0.0,1997
Cessna,180F,Approach,0.0,0.0,1.0,0.0,1997
Piper,PA-28-151,Cruise,0.0,0.0,0.0,1.0,1997
Beech,60,Cruise,0.0,0.0,0.0,3.0,1997
Grumman,G-164,Landing,0.0,0.0,0.0,1.0,1997
Piper,PA-32-300T,Descent,0.0,0.0,0.0,1.0,1997
Aviat,A-1,,0.0,0.0,0.0,2.0,1997
Beech,D18S,Takeoff,0.0,0.0,0.0,1.0,1997
Cessna,305A,Maneuvering,0.0,0.0,0.0,1.0,1997
Piper,PA-32R-301,Takeoff,3.0,1.0,1.0,0.0,1997
Cessna,182R,Approach,0.0,0.0,1.0,0.0,1997
Beech,55,Landing,0.0,0.0,0.0,2.0,1997
Cessna,180K,Climb,0.0,0.0,1.0,0.0,1997
Bell,206L-1,Takeoff,0.0,0.0,0.0,2.0,1997
Mooney,M20J,Approach,2.0,0.0,0.0,0.0,1997
Hughes,269C,Maneuvering,0.0,0.0,1.0,1.0,1997
Navion,G,Cruise,2.0,0.0,0.0,0.0,1997
Beech,58P,Go-around,2.0,0.0,0.0,0.0,1997
Beech,BE-65-A90,Maneuvering,4.0,0.0,0.0,0.0,1997
Beech,H35,Approach,0.0,0.0,0.0,2.0,1997
Cessna,172M,Takeoff,0.0,0.0,2.0,1.0,1997
Piper,PA-34-200T,Approach,1.0,0.0,0.0,0.0,1997
Cessna,185F,Landing,0.0,0.0,0.0,2.0,1997
Beech,95-A55,Landing,0.0,0.0,0.0,3.0,1997
Beech,35-C33A,Takeoff,0.0,0.0,0.0,4.0,1997
Mooney,M20F,Climb,1.0,1.0,0.0,0.0,1997
Maule,M-7-235,Takeoff,0.0,0.0,0.0,2.0,1997
Cessna,177RG,Cruise,2.0,0.0,0.0,0.0,1997
American General Aircraft,AG5B,Approach,0.0,2.0,0.0,0.0,1997
Cessna,180,Takeoff,0.0,0.0,0.0,2.0,1997
Cessna,T210L,Cruise,0.0,2.0,0.0,0.0,1997
Hughes,269A,Cruise,0.0,0.0,0.0,2.0,1997
Piper,PA-32-260,Cruise,3.0,0.0,0.0,0.0,1997
Pilatus,PC-6,Landing,0.0,0.0,0.0,2.0,1997
Beech,BE 58,Cruise,6.0,0.0,0.0,0.0,1997
Piper,PA-24-180,,0.0,0.0,0.0,2.0,1997
Aerostar,PA-60-700P,Takeoff,0.0,0.0,0.0,2.0,1997
Beech,C90A,Taxi,0.0,0.0,2.0,4.0,1997
Waco,YMF-5,Cruise,0.0,1.0,2.0,0.0,1997
Beech,B100,Approach,1.0,0.0,0.0,0.0,1997
Schramm,HELICYCLE,Maneuvering,0.0,0.0,1.0,0.0,1997
Piper,PA-24,Cruise,0.0,0.0,1.0,0.0,1997
Socata,TB-20 TRINIDAD,Climb,1.0,0.0,0.0,0.0,1997
Beech,A100,Approach,1.0,1.0,0.0,0.0,1997
Cessna,207,Descent,0.0,0.0,2.0,0.0,1997
Piper,PA-28R-200,Cruise,0.0,1.0,0.0,0.0,1997
Mooney,M20F,Maneuvering,0.0,2.0,0.0,0.0,1997
Learjet,24,,3.0,1.0,0.0,0.0,1998
Cessna,500,Landing,0.0,1.0,2.0,0.0,1998
Beech,95-55,Approach,1.0,0.0,0.0,0.0,1998
Boeing,737-205,Standing,0.0,0.0,0.0,81.0,1998
Boeing,A75N1,Landing,0.0,0.0,2.0,0.0,1998
Beech,A-36,Cruise,4.0,0.0,0.0,0.0,1998
Cessna,P210N,Maneuvering,3.0,0.0,0.0,0.0,1998
Cessna,172N,Cruise,5.0,0.0,0.0,0.0,1998
Cessna,525,Climb,5.0,0.0,0.0,0.0,1998
Cessna,TR182,Landing,0.0,0.0,0.0,2.0,1998
Piper,PA-46-350P,Unknown,2.0,0.0,0.0,0.0,1998
American Blimp Corp.,A-1-50,Taxi,0.0,0.0,0.0,2.0,1998
Beech,58,Landing,0.0,0.0,0.0,2.0,1998
Bellanca,8GCBC,Landing,0.0,0.0,0.0,1.0,1998
Mooney,M20K,Descent,1.0,0.0,0.0,0.0,1998
Piper,PA-18-160,Takeoff,0.0,0.0,0.0,2.0,1998
Grumman,G-44,Landing,0.0,0.0,0.0,1.0,1998
Great Lakes,2T-1A-2,Climb,0.0,0.0,0.0,2.0,1998
Bell,206L-1,Maneuvering,4.0,0.0,0.0,0.0,1998
Cessna,182,Descent,0.0,0.0,0.0,1.0,1998
Vans Aircraft,RV-8,Cruise,2.0,0.0,0.0,0.0,1998
Gulfstream American,690C,Approach,0.0,0.0,0.0,4.0,1998
Cessna,188B,Taxi,0.0,0.0,0.0,1.0,1998
Cessna,340,Cruise,1.0,0.0,0.0,0.0,1998
Robinson,R-44,Descent,0.0,0.0,2.0,0.0,1998
Cameron,A105,Descent,0.0,1.0,0.0,4.0,1998
Piper,PA28-151,Landing,0.0,2.0,0.0,0.0,1998
Piper,PA-28-181,Cruise,0.0,0.0,4.0,0.0,1998
Robinson,R22,Landing,0.0,0.0,2.0,0.0,1998
De Havilland,DHC-2,Taxi,1.0,0.0,0.0,6.0,1998
Cessna,A185F,Cruise,2.0,0.0,0.0,0.0,1998
Enstrom,F-28F,Takeoff,0.0,0.0,0.0,3.0,1998
Cessna,185F,Taxi,0.0,0.0,0.0,2.0,1998
Hiller,FH-1100,Cruise,1.0,0.0,0.0,0.0,1998
Cessna,152,Cruise,0.0,0.0,0.0,2.0,1998
Cessna,182N,Takeoff,1.0,0.0,0.0,0.0,1998
Aerospatiale,SA315B,Maneuvering,0.0,0.0,1.0,0.0,1998
Beech,V35B,Cruise,0.0,0.0,0.0,2.0,1998
Piper,PA-31-350,Takeoff,0.0,0.0,0.0,1.0,1998
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1998
Cessna,150E,Climb,0.0,0.0,0.0,2.0,1998
Cessna,185F,Takeoff,0.0,0.0,0.0,1.0,1998
Beech,58,Cruise,3.0,0.0,0.0,0.0,1998
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,1.0,1998
Cessna,182K,Takeoff,0.0,0.0,0.0,5.0,1998
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1998
Maule,ML-7,Approach,0.0,1.0,0.0,0.0,1998
Cessna,402,,9.0,0.0,0.0,0.0,1998
Cessna,182Q,Cruise,0.0,0.0,1.0,2.0,1998
Piper,PA-28R-201,Go-around,0.0,0.0,0.0,2.0,1998
Hiller,UH-12C,Cruise,0.0,0.0,0.0,2.0,1998
Cessna,182Q,Standing,1.0,0.0,0.0,1.0,1998
Aerospatiale,ALOUETTE 3,,6.0,0.0,0.0,0.0,1998
Douglas,DC3C,,11.0,7.0,0.0,0.0,1998
Piper,PA-28-140,Takeoff,1.0,0.0,0.0,0.0,1998
Cessna,414,Takeoff,0.0,2.0,0.0,0.0,1998
Lockheed,L-1329,Landing,0.0,0.0,0.0,3.0,1998
Beech,65-A90,Cruise,0.0,0.0,1.0,0.0,1998
Cessna,501,Cruise,1.0,0.0,0.0,0.0,1998
Cessna,P210N,Landing,0.0,0.0,0.0,4.0,1998
Beech,58P,Maneuvering,4.0,0.0,0.0,0.0,1999
Cessna,550,,0.0,0.0,0.0,4.0,1999
Beech,95-C55,Approach,3.0,0.0,0.0,0.0,1999
Beech,BE-55,Approach,2.0,1.0,0.0,0.0,1999
Beech,A36,Climb,0.0,0.0,0.0,1.0,1999
Beech,95-B55,Approach,2.0,0.0,0.0,0.0,1999
Champion,7GCAA,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-32-260,Climb,0.0,2.0,0.0,0.0,1999
Cessna,150M,Cruise,0.0,0.0,1.0,0.0,1999
Cessna,172M,,0.0,0.0,0.0,3.0,1999
Robinson,R22-B2,Maneuvering,0.0,0.0,0.0,2.0,1999
Mitsubishi,300,Landing,0.0,0.0,0.0,8.0,1999
Cessna,T210R,Descent,0.0,0.0,0.0,3.0,1999
Cessna,182E,Taxi,0.0,0.0,0.0,5.0,1999
Bell,407,,2.0,1.0,0.0,0.0,1999
Eurocopter,COLIBRI EC120B,Cruise,0.0,0.0,1.0,0.0,1999
Robinson,R-44,,0.0,0.0,0.0,2.0,1999
Piper,PA-32-260,Cruise,0.0,0.0,0.0,1.0,1999
Piper,PA-60-601P,Landing,0.0,0.0,1.0,2.0,1999
Piper,PA-28-235,Takeoff,0.0,1.0,1.0,3.0,1999
Schweizer,HUGHES 269C,Maneuvering,0.0,0.0,0.0,2.0,1999
Mooney,M20K,Cruise,1.0,0.0,0.0,0.0,1999
Cessna,172M,Takeoff,0.0,0.0,0.0,1.0,1999
Extra Flugzeugbau,300S,Maneuvering,0.0,0.0,0.0,1.0,1999
"Smith, Ted Aerostar",AEROSTAR 601P,Cruise,2.0,0.0,0.0,0.0,1999
Piper,PA-46-350P,Cruise,1.0,0.0,0.0,0.0,1999
Cessna,210A,Approach,0.0,0.0,0.0,2.0,1999
Beech,A36,Taxi,0.0,0.0,0.0,1.0,1999
Piper,PA-28-180,Takeoff,0.0,0.0,0.0,1.0,1999
Beech,BE-100,Landing,0.0,0.0,0.0,4.0,1999
Piper,PA-23E-250,Cruise,2.0,0.0,0.0,0.0,1999
Piper,PA-18-150,Landing,0.0,0.0,0.0,1.0,1999
Beech,C18S,Cruise,1.0,0.0,0.0,0.0,1999
Gulfstream American,690C,Landing,0.0,0.0,0.0,3.0,1999
Cessna,421B,Approach,4.0,0.0,0.0,0.0,1999
Piper,PA-32R-300,Cruise,0.0,0.0,0.0,1.0,1999
Cessna,182Q,Approach,0.0,0.0,2.0,0.0,1999
Aero Commander,500,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-18,Landing,0.0,0.0,0.0,2.0,1999
Cessna,A185F,Landing,1.0,0.0,0.0,3.0,1999
Rockwell,690B,Landing,0.0,0.0,0.0,5.0,1999
Bell,BH-206B,Approach,0.0,2.0,3.0,0.0,1999
Hughes,369D,Landing,0.0,0.0,0.0,1.0,1999
Cessna,T210L,Approach,2.0,0.0,0.0,0.0,1999
Robinson,R22 BETA,Cruise,0.0,0.0,0.0,2.0,1999
Cessna,182E,Landing,1.0,0.0,0.0,0.0,1999
Piper,PA-25-235,Maneuvering,0.0,0.0,0.0,1.0,1999
Piper,PA-25-235,Maneuvering,0.0,0.0,0.0,1.0,1999
Hughes,269A,Approach,0.0,0.0,2.0,0.0,1999
Piper,PA32R-300,Takeoff,0.0,0.0,0.0,2.0,1999
Piper,PA-12,Cruise,0.0,0.0,0.0,1.0,1999
Helio,H-395,Takeoff,0.0,0.0,0.0,1.0,1999
Beech,77,Approach,0.0,0.0,0.0,1.0,1999
Cessna,206,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-32-260,,5.0,0.0,0.0,0.0,1999
Beech,C90A,Taxi,0.0,0.0,0.0,22.0,1999
Piper,PA-18-150,Maneuvering,2.0,0.0,0.0,0.0,1999
Cessna,177,Cruise,0.0,0.0,0.0,2.0,1999
Bell,206L,Takeoff,0.0,0.0,0.0,1.0,1999
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-28-181,Climb,4.0,0.0,0.0,0.0,1999
Cessna,206A,Takeoff,0.0,0.0,0.0,1.0,1999
Beech,F33A,Takeoff,1.0,3.0,0.0,0.0,1999
Piper,PA-18,Takeoff,0.0,0.0,1.0,1.0,1999
Cessna,180,Landing,0.0,0.0,0.0,1.0,1999
Beech,D-35,Approach,1.0,0.0,0.0,0.0,1999
Aerospatiale,AS350B3,Taxi,0.0,0.0,0.0,2.0,1999
Cessna,206,,4.0,0.0,0.0,0.0,1999
Cessna,414,Takeoff,0.0,0.0,1.0,3.0,1999
Cessna,T210M,Descent,3.0,0.0,0.0,0.0,1999
Cessna,172M,Landing,0.0,0.0,0.0,1.0,1999
Robinson,R22A,Takeoff,0.0,0.0,0.0,1.0,1999
Cessna,177,Cruise,0.0,0.0,0.0,2.0,1999
Cessna,172,Descent,0.0,0.0,1.0,2.0,1999
Cessna,180,Landing,0.0,0.0,0.0,1.0,1999
Piper,PA-18-135,Taxi,0.0,0.0,0.0,1.0,1999
Cessna,207,,4.0,4.0,0.0,0.0,1999
Bell,206L-1,,2.0,0.0,0.0,0.0,1999
Cessna,182P,,3.0,2.0,0.0,0.0,1999
British Aerospace,HS 125-700A,Unknown,0.0,0.0,0.0,3.0,1999
Cessna,TU206A,Approach,0.0,0.0,0.0,1.0,1999
American,AA-1B,Landing,0.0,0.0,0.0,2.0,1999
Hughes,369D,,2.0,0.0,0.0,0.0,1999
Aerostar,RAVEN S57-A,Landing,0.0,1.0,0.0,2.0,1999
Beech,200,Takeoff,3.0,0.0,0.0,0.0,1999
Bell,206B,Cruise,0.0,0.0,1.0,2.0,1999
Bell,206L-3,Cruise,0.0,0.0,1.0,2.0,1999
Hawker Siddeley,HUNTER T MK 7,Takeoff,0.0,1.0,1.0,0.0,1999
Cessna,150M,Approach,0.0,0.0,0.0,1.0,1999
Hughes,369HS,Cruise,2.0,0.0,0.0,0.0,1999
Rockwell,NA-265-65,Standing,0.0,0.0,0.0,8.0,1999
Piper,PA-31T1,Taxi,0.0,0.0,0.0,8.0,1999
Bell,212,,10.0,0.0,0.0,0.0,1999
Piper,PA31-350,,10.0,0.0,0.0,0.0,1999
Cessna,525,Approach,6.0,0.0,0.0,0.0,1999
Piper,PA-32RT-300,Takeoff,2.0,1.0,1.0,0.0,1999
Beech,95-B55,Takeoff,2.0,0.0,0.0,0.0,1999
Israel Aircraft Industries,1124A,Taxi,0.0,0.0,0.0,6.0,1999
Mooney,M20K,Climb,1.0,0.0,0.0,0.0,1999
Beech,K35,Takeoff,0.0,0.0,0.0,4.0,2000
Cessna,T310R,Takeoff,0.0,0.0,0.0,2.0,2000
Mitsubishi,MU-300,Approach,0.0,0.0,0.0,6.0,2000
Siai-marchetti,SF260,Approach,0.0,0.0,0.0,2.0,2000
Beech,F90,Taxi,0.0,0.0,0.0,1.0,2000
Beech,58,Climb,4.0,0.0,0.0,0.0,2000
Cessna,TR182,Approach,0.0,0.0,0.0,3.0,2000
Beech,95-B55,Go-around,3.0,0.0,0.0,0.0,2000
Hughes,369D,Maneuvering,0.0,0.0,0.0,2.0,2000
Beech,58,Landing,0.0,0.0,0.0,1.0,2000
Mckinnis,STEEN SKYBOLT,Climb,0.0,0.0,0.0,2.0,2000
Piper,PA-32RT-300T,,0.0,0.0,1.0,0.0,2000
Birx,VANS RV-6,Descent,2.0,0.0,0.0,0.0,2000
Cessna,177RG,Cruise,0.0,1.0,0.0,0.0,2000
Piper,J-3C,Maneuvering,0.0,0.0,0.0,2.0,2000
Beech,A36,Takeoff,0.0,0.0,0.0,5.0,2000
Hawkins & Powers,UH-1B,Maneuvering,0.0,0.0,1.0,0.0,2000
Vans Aircraft,RV-6T,Cruise,2.0,0.0,0.0,0.0,2000
Cessna,U206F,Landing,0.0,0.0,0.0,1.0,2000
Cessna,172H,Descent,1.0,0.0,0.0,0.0,2000
New Standard,D-25,Landing,0.0,0.0,0.0,6.0,2000
Bell,206L-3,Descent,0.0,0.0,0.0,2.0,2000
Piper,PA-31-350,Unknown,0.0,0.0,0.0,2.0,2000
Robinson,R-44,,0.0,0.0,0.0,4.0,2000
Bell,206L3,Approach,0.0,0.0,0.0,2.0,2000
Bell,206A,,0.0,0.0,4.0,0.0,2000
Piper,PA-23-250F,,3.0,0.0,0.0,0.0,2000
Cessna,414,Climb,3.0,0.0,0.0,0.0,2000
Piper,PA-36-200,Taxi,0.0,0.0,0.0,1.0,2000
Cessna,T210N,Landing,0.0,0.0,0.0,1.0,2000
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,7.0,2000
Cessna,210,Descent,0.0,0.0,2.0,0.0,2000
Cessna,172K,Takeoff,0.0,0.0,0.0,1.0,2000
Cessna,310C,Approach,0.0,0.0,0.0,1.0,2000
Cessna,182K,Climb,0.0,0.0,1.0,0.0,2000
Cessna,172G,Cruise,0.0,2.0,0.0,0.0,2000
Aero Commander,685,Landing,0.0,0.0,0.0,2.0,2000
Aerostar,S-77A,Landing,0.0,3.0,0.0,6.0,2000
Cessna,172M,Takeoff,0.0,0.0,1.0,0.0,2000
Cessna,210N,Cruise,0.0,0.0,0.0,1.0,2000
Schweizer,269C,Approach,0.0,0.0,1.0,1.0,2000
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,5.0,2000
Piper,PA-46-350P,Takeoff,3.0,0.0,0.0,0.0,2000
Cessna,210L,,3.0,3.0,0.0,0.0,2000
Piper,PA-31-325,Landing,0.0,0.0,0.0,4.0,2000
Cessna,172N,Climb,1.0,1.0,0.0,0.0,2000
Beech,A36,Cruise,0.0,0.0,0.0,1.0,2000
Cessna,T210L,Approach,0.0,0.0,0.0,1.0,2000
Piper,PA-18,Maneuvering,0.0,1.0,0.0,0.0,2000
North American,NA-265-80,Climb,2.0,2.0,0.0,0.0,2000
Bellanca,8GCBC,Landing,0.0,0.0,0.0,1.0,2000
Douglas,DC-3,Taxi,0.0,0.0,0.0,2.0,2000
